CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
709563258,50,F,2,Uneducated,Single,Unknown,Blue,41,2,3,2,2751,2253,498,0.497,2108,40,0.481,0.819
712257258,50,F,1,High School,Single,Less than $40K,Blue,36,4,2,5,1457,0,1457,0.493,1441,39,0.393,0
708916083,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749,0,1749,1.006,2510,38,0.407,0
778364583,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,2,3,5911,916,4995,0.471,1656,31,0.722,0.155
717308433,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3,3,3,1960,0,1960,0.493,2253,39,0.345,0
713796033,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,3,3,4738,0,4738,0.641,1900,36,0.5,0
710812533,46,F,3,High School,Single,Unknown,Silver,36,4,2,3,34516,154,34362,0.602,1987,46,0.586,0.004
714864333,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516,0,34516,0.536,1370,38,0.357,0
720810783,54,F,2,Graduate,Married,Unknown,Blue,44,2,3,3,3781,1692,2089,0.791,2310,43,0.72,0.448
715987758,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261,0,3261,1.012,3081,50,0.667,0
713388108,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2,3,5210,0,5210,0.64,2162,36,0.161,0
719917233,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,3,2,13382,1159,12223,0.404,1828,45,0.5,0.087
717103758,63,M,0,Graduate,Single,Unknown,Blue,55,5,0,2,18550,0,18550,0.908,2616,42,0.826,0
721365033,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,4,1696,0,1696,0.857,2095,43,0.536,0
810974958,51,M,2,High School,Married,$60K - $80K,Blue,46,5,3,2,4123,1760,2363,0.869,2447,40,0.429,0.427
712267983,57,F,0,Graduate,Single,Less than $40K,Blue,45,4,3,3,3023,2517,506,0.646,2477,42,0.615,0.833
718250883,59,F,2,High School,Married,Unknown,Blue,51,3,3,3,3875,1397,2478,0.573,2312,49,0.581,0.361
802243458,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,2760,0,2760,0.576,1759,34,0.214,0
720330558,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5,2,3,25256,966,24290,0.488,2048,40,0.333,0.038
720784833,48,F,3,Graduate,Single,Unknown,Blue,36,3,3,1,1630,1243,387,0.4,1884,43,0.303,0.763
721448283,39,F,1,Graduate,Single,Less than $40K,Blue,26,3,3,1,1876,1536,340,0.712,2579,47,0.469,0.819
710552733,42,M,5,Unknown,Married,$60K - $80K,Blue,36,2,3,2,4963,0,4963,0.637,2335,40,0.429,0
714384783,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3,2468,0,2468,0.5,2017,37,0.762,0
713847858,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,3,1438.3,0,1438.3,0.409,1849,43,0.536,0
810875958,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016,395,1621,0.711,2473,44,0.571,0.196
718766058,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2,2,1438.3,0,1438.3,0.65,2123,37,0.542,0
709309308,50,M,3,College,Unknown,$80K - $120K,Blue,37,1,3,2,27186,0,27186,0.504,1704,34,0.478,0
711721458,50,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,1438.3,0,1438.3,0.658,2329,43,0.593,0
708798483,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054,0,2054,0.87,2567,43,0.593,0
708501783,43,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516,1477,33039,0.324,1868,40,0.212,0.043
719328858,56,M,4,High School,Married,$60K - $80K,Blue,43,6,2,6,4535,0,4535,0.831,2342,40,0.6,0
803800533,39,M,1,Unknown,Single,$40K - $60K,Blue,33,3,3,4,2088,975,1113,1.144,2866,59,0.735,0.467
718352358,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,2,1914,0,1914,0.677,2687,41,0.414,0
719894433,43,F,4,Unknown,Married,Less than $40K,Blue,24,6,2,3,1679,951,728,0.706,2492,43,0.593,0.566
778720533,53,F,4,Graduate,Married,Less than $40K,Blue,37,3,2,3,1722,0,1722,0.863,2141,35,0.346,0
709488108,42,M,4,College,Single,$40K - $60K,Blue,36,5,2,3,10543,0,10543,0.509,1841,39,0.5,0
820276908,42,F,4,College,Married,$40K - $60K,Blue,37,3,3,1,4139,0,4139,0.547,2232,41,0.464,0
819647358,38,M,2,Unknown,Single,$60K - $80K,Blue,33,2,3,2,12871,0,12871,0.598,2413,53,0.606,0
789502308,57,F,3,Unknown,Single,Less than $40K,Blue,49,1,3,5,1551,790,761,0.811,2379,46,0.769,0.509
802834158,42,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,2,6743,1737,5006,0.598,1934,30,0.579,0.258
712038258,48,M,4,Unknown,Single,$80K - $120K,Blue,36,3,3,3,32838,1717,31121,0.995,2538,42,0.4,0.052
712864683,42,F,3,Doctorate,Single,Less than $40K,Blue,30,2,3,3,1438.3,0,1438.3,0.373,1693,37,0.423,0
713886333,47,M,2,High School,Married,$60K - $80K,Blue,39,2,3,1,18660,728,17932,0.403,1682,43,0.303,0.039
711741708,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3,2,3,7591,0,7591,0.648,2302,42,0.5,0
778915233,51,F,0,Graduate,Married,Less than $40K,Blue,32,4,2,3,1757,331,1426,0.879,2377,47,0.516,0.188
780146658,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,25,2,2,4,3795,2517,1278,0.563,1633,32,0.778,0.663
755467683,48,F,1,Graduate,Single,Less than $40K,Blue,41,6,2,4,3001,482,2519,0.814,2403,42,0.615,0.161
708804633,44,F,2,Doctorate,Divorced,Less than $40K,Blue,36,1,2,2,1916,0,1916,1.041,2888,39,0.444,0
714479358,51,M,3,Graduate,Single,$80K - $120K,Blue,36,6,3,3,3610,1554,2056,0.501,2216,34,0.308,0.43
769438608,48,F,1,Graduate,Married,Less than $40K,Blue,42,3,3,2,1942,860,1082,0.708,2522,42,0.312,0.443
713608383,54,F,1,Unknown,Married,Less than $40K,Blue,40,1,1,4,1438.3,0,1438.3,0.43,1632,36,0.44,0
720867708,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,3,2,1748,1103,645,0.739,2335,41,0.708,0.631
721126833,51,M,2,High School,Married,$80K - $120K,Blue,41,5,2,3,14902,0,14902,0.312,2038,39,0.625,0
712807758,47,F,3,Graduate,Single,Less than $40K,Blue,39,3,3,3,1438.3,0,1438.3,0.502,2476,32,0.778,0
824140908,52,M,3,Uneducated,Single,$120K +,Blue,48,5,3,4,20974,0,20974,0,1246,27,0,0
720444408,35,F,1,College,Single,Less than $40K,Blue,25,2,2,4,2231,1791,440,0.82,2576,42,0.75,0.803
789358908,53,F,3,College,Married,Less than $40K,Blue,43,3,2,2,3573,0,3573,0.842,2562,36,0.44,0
797491683,45,M,5,Unknown,Married,$80K - $120K,Silver,39,2,2,3,34516,1964,32552,0.624,2234,49,0.361,0.057
709170108,60,F,1,Unknown,Single,$40K - $60K,Blue,41,3,2,4,2425,0,2425,0.187,1522,36,0.2,0
716056158,63,M,0,Graduate,Single,$60K - $80K,Blue,51,3,3,3,11619,0,11619,0.631,2395,49,0.361,0
715406658,47,F,1,Unknown,Single,Less than $40K,Blue,37,4,2,1,2173,596,1577,0.81,2738,45,0.406,0.274
773228133,39,F,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,1677,0,1677,0.869,2437,41,0.708,0
716625033,32,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,6,2761,0,2761,1.047,2753,43,0.654,0
716782758,48,M,3,Graduate,Single,$60K - $80K,Blue,42,3,2,4,19075,0,19075,0.807,2013,32,0.455,0
708797583,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672,0,2672,1.038,2576,39,0.5,0
708809283,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360,2517,7843,0.632,2414,28,0.273,0.243
711100608,55,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723,0,1723,1.038,2574,43,0.72,0
768624258,55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583,234,1349,0.639,2541,36,0.385,0.148
780126033,50,M,4,Unknown,Married,$40K - $60K,Blue,35,6,1,5,12914,1227,11687,0.392,2082,54,0.459,0.095
719174433,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735,0,1735,0.74,2467,35,0.346,0
714346608,51,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495,0,1495,0.528,2220,50,0.562,0
798481383,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694,0,2694,0.872,2684,38,0.31,0
823904133,53,F,2,College,Single,Unknown,Blue,49,2,2,4,10195,0,10195,0.629,2489,54,0.385,0
711646908,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,2,3,7821,2517,5304,0.408,2010,43,0.344,0.322
718171308,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984,0,1984,0.89,2506,46,0.643,0
770024733,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699,0,1699,0.602,2520,49,0.531,0
708702258,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698,478,3220,0.611,2051,31,0.632,0.129
720519333,59,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721,1885,836,0.853,2594,48,0.455,0.693
717001908,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936,0,6936,0.883,2874,44,0.63,0
719564208,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195,0,7195,1.035,2751,47,1.136,0
713229633,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759,0,2759,0.535,2061,47,0.424,0
798041508,50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201,2517,684,0.445,1880,42,0.355,0.786
715014633,32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791,0,8791,0.894,2579,51,0.594,0
714372333,59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,2302,0,2302,0.52,2256,40,0.667,0
779320008,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900,2517,383,0.719,2180,31,0.409,0.868
713153733,49,F,2,Graduate,Unknown,Less than $40K,Blue,29,6,3,3,2520,1473,1047,0.515,2061,36,0.241,0.585
780201633,41,F,3,Graduate,Single,$40K - $60K,Blue,31,4,3,2,5655,1154,4501,0.702,2189,51,0.7,0.204
788095158,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606,0,11606,0.797,2623,39,0.393,0
716855058,49,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,4,1757,0,1757,0.89,2557,45,0.406,0
709500183,46,F,3,College,Married,Less than $40K,Blue,36,2,3,4,1804,0,1804,0.537,2077,44,0.419,0
715445058,49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547,2517,1030,0.805,2715,45,0.731,0.71
718524783,40,M,3,High School,Unknown,$80K - $120K,Blue,34,1,3,4,29715,0,29715,0.399,2128,39,0.345,0
708117933,44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880,0,1880,0.519,2469,34,0.417,0
712777233,65,M,0,Graduate,Single,Unknown,Blue,48,1,4,3,1671,0,1671,0.725,2701,51,0.889,0
712706058,44,F,5,Graduate,Single,Less than $40K,Blue,37,1,2,4,1491,0,1491,0.551,1970,46,0.484,0
720905133,43,M,3,Graduate,Unknown,$80K - $120K,Blue,29,1,2,6,11422,1095,10327,0.773,2439,45,0.8,0.096
712947333,54,F,4,Unknown,Married,Less than $40K,Blue,43,3,3,0,5139,0,5139,0.33,1653,44,0.692,0
711871758,30,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,3,2905,2517,388,0.725,2487,39,0.393,0.866
719519058,55,F,4,High School,Married,Less than $40K,Blue,36,4,2,3,1477,0,1477,0.719,2419,49,0.531,0
716873733,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,4,3,3,3556,2517,1039,0.651,2639,53,0.71,0.708
720206658,40,F,3,Graduate,Married,Less than $40K,Blue,29,6,2,4,1479,458,1021,0.466,1811,44,0.517,0.31
713857758,53,F,1,Graduate,Married,Unknown,Blue,36,6,3,1,5842,198,5644,0.396,1828,44,0.517,0.034
710674533,46,M,1,Uneducated,Married,$60K - $80K,Blue,34,3,3,4,15060,0,15060,0.545,1611,42,0.4,0
717448383,41,M,4,Unknown,Single,$80K - $120K,Blue,28,1,2,4,4428,0,4428,0.865,2331,36,0.286,0
716307558,50,F,3,High School,Married,Less than $40K,Blue,40,6,2,4,2897,1506,1391,0.618,2214,46,0.484,0.52
781320783,47,M,2,Graduate,Divorced,$80K - $120K,Blue,41,3,2,3,4586,0,4586,0.812,2529,43,0.433,0
714100008,47,F,2,College,Married,Less than $40K,Blue,36,6,2,3,5667,2517,3150,0.684,2176,38,0.267,0.444
708223383,47,F,3,High School,Married,Unknown,Blue,39,6,3,4,11410,979,10431,1.049,2736,38,0.462,0.086
708705783,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584,1214,370,0.887,2628,41,0.64,0.766
709017258,51,F,2,Unknown,Married,Less than $40K,Blue,36,1,2,2,2114,0,2114,0.875,2872,45,0.5,0
709161108,44,M,1,Unknown,Single,$60K - $80K,Blue,33,3,2,4,2540,0,2540,0.212,1531,31,0.107,0
714089658,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238,0,2238,0.452,2063,42,0.5,0
718863258,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881,2517,1364,0.815,2463,38,0.407,0.649
713283933,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032,0,3032,0.429,2273,44,0.517,0
714915633,42,M,0,High School,Single,$60K - $80K,Blue,36,4,3,6,15699,0,15699,0.569,1793,40,0.6,0
712292133,45,F,3,College,Married,Less than $40K,Blue,36,4,2,4,2330,2294,36,0.456,2107,40,0.333,0.985
712229283,48,F,4,Doctorate,Unknown,Unknown,Blue,24,4,2,3,1438.3,0,1438.3,0.738,2306,46,0.484,0
794273283,51,M,3,Uneducated,Single,$80K - $120K,Blue,45,3,3,3,25670,0,25670,0.952,2709,51,0.645,0
788838033,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841,0,3841,0.794,2832,48,0.846,0
789013833,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516,399,34117,0.726,2118,41,0.519,0.012
711918033,37,F,3,Unknown,Married,Less than $40K,Blue,17,3,1,3,1468,1074,394,0.697,2050,32,0.524,0.732
714084483,49,F,3,Uneducated,Single,Unknown,Blue,36,4,2,3,3855,211,3644,0.485,1724,34,0.308,0.055
719495958,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,2983,0,2983,0.865,2509,46,0.586,0
714726858,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,6,3,3,4871,0,4871,0.89,2773,34,0.789,0
717172308,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304,0,3304,0.532,1731,32,0.28,0
771795933,49,M,4,Unknown,Single,$120K +,Blue,38,3,3,4,34516,2517,31999,0.7,2376,55,0.486,0.073
804829533,59,M,0,High School,Single,$60K - $80K,Blue,54,3,6,6,24621,471,24150,0.85,2864,51,0.759,0.019
795599883,57,F,2,Uneducated,Married,Unknown,Blue,51,3,6,2,2404,284,2120,0.866,2511,51,0.5,0.118
711819708,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,2,4,4734,2517,2217,0.483,2275,55,0.897,0.532
713041683,55,M,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697,0,4697,0.544,1867,34,0.478,0
709663608,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536,0,1536,0.571,1973,36,0.333,0
812411058,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2094,0,2094,0.897,2690,46,0.484,0
778397358,42,M,5,Unknown,Married,$60K - $80K,Blue,22,6,2,4,5096,0,5096,0.808,2574,43,0.483,0
715609533,47,F,3,Unknown,Single,Less than $40K,Blue,35,1,3,3,5398,0,5398,0.621,1887,36,0.333,0
712160058,59,F,2,Uneducated,Married,Less than $40K,Blue,51,5,5,4,1438.3,0,1438.3,0.656,2146,44,0.63,0
779130108,33,F,0,Uneducated,Single,$40K - $60K,Blue,15,3,2,6,1438.3,0,1438.3,0.835,2527,49,0.69,0
716922633,38,M,2,Uneducated,Single,$120K +,Blue,30,6,3,4,4043,2517,1526,0.602,2600,47,0.621,0.623
710211783,38,F,4,Unknown,Married,Less than $40K,Blue,26,3,2,2,1438.3,0,1438.3,0.777,2264,39,0.625,0
780496833,56,F,1,College,Single,Less than $40K,Blue,43,3,2,2,2846,0,2846,0.747,2122,44,0.419,0
789081408,44,F,4,Uneducated,Single,Less than $40K,Blue,32,6,3,4,1438.3,170,1268.3,0.889,2527,45,0.406,0.118
720634683,48,F,2,College,Married,Unknown,Blue,37,5,2,4,2220,0,2220,0.737,2456,45,0.452,0
710289783,43,F,2,Uneducated,Divorced,Less than $40K,Blue,25,5,2,4,2086,2007,79,1.051,2537,48,0.6,0.962
823615983,54,M,2,Uneducated,Single,$40K - $60K,Blue,50,2,1,3,3682,2517,1165,0.379,1642,35,0.25,0.684
807587433,56,F,2,Doctorate,Married,Less than $40K,Blue,51,4,6,5,1438.3,0,1438.3,0.699,2229,40,0.6,0
709987683,46,F,4,Graduate,Married,Unknown,Blue,36,4,3,4,2286,0,2286,1.057,2798,40,0.481,0
713370033,53,F,0,Graduate,Single,Less than $40K,Blue,40,4,1,4,1438.3,0,1438.3,0.503,2014,53,0.472,0
713949858,39,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,886,552.3,0.24,1674,42,0.312,0.616
719751483,39,F,2,Uneducated,Single,Less than $40K,Blue,36,4,3,1,1438.3,576,862.3,0.849,2567,48,0.6,0.4
779681433,48,F,3,Graduate,Married,$40K - $60K,Blue,31,6,3,4,14899,0,14899,0.381,1519,26,0.368,0
780038058,38,F,0,High School,Single,Less than $40K,Blue,22,3,2,5,1556,0,1556,0.69,2283,46,0.586,0
709536483,57,M,3,Graduate,Married,$60K - $80K,Blue,49,5,0,3,8701,215,8486,0.527,1999,41,0.414,0.025
712563408,33,M,2,Uneducated,Single,$40K - $60K,Blue,18,1,1,6,5600,2517,3083,0.628,2296,46,0.586,0.449
778601733,55,F,3,High School,Single,$40K - $60K,Blue,47,5,4,3,2687,1689,998,0.714,2370,34,0.789,0.629
713696808,46,F,3,High School,Married,Less than $40K,Blue,39,3,3,0,1801,316,1485,0.494,2252,42,0.4,0.175
720044658,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,46,6,2,4,4573,2076,2497,0.839,2720,46,0.484,0.454
716373483,48,F,5,Graduate,Married,Less than $40K,Blue,40,4,3,2,2860,2517,343,0.38,1544,45,0.364,0.88
716600733,47,F,4,Unknown,Married,Less than $40K,Blue,36,3,3,3,2033,228,1805,0.904,2572,43,0.72,0.112
710411358,39,F,4,College,Married,$40K - $60K,Blue,28,4,2,4,7596,2199,5397,0.633,2164,45,0.5,0.289
715660308,54,F,3,College,Married,Less than $40K,Blue,44,5,3,2,2921,2412,509,0.823,2612,33,0.375,0.826
778959258,51,F,1,Unknown,Married,Less than $40K,Blue,32,5,3,3,1438.3,0,1438.3,0.905,2585,45,0.5,0
714620358,37,F,2,Graduate,Divorced,Less than $40K,Blue,30,3,3,4,3328,2517,811,0.553,2196,47,0.621,0.756
709145958,43,F,3,Unknown,Married,Less than $40K,Blue,36,2,2,2,2440,1002,1438,0.061,1533,42,0.105,0.411
716668308,39,F,4,High School,Single,Unknown,Blue,36,3,2,4,12405,0,12405,0.949,3151,39,0.444,0
789212883,30,F,1,Uneducated,Divorced,Less than $40K,Blue,19,6,1,2,1644,0,1644,0.82,2533,44,0.517,0
712450008,50,F,2,Post-Graduate,Married,Unknown,Blue,36,5,2,4,4045,0,4045,0.66,2438,41,0.464,0
713492583,34,F,2,Graduate,Married,Less than $40K,Blue,29,5,2,2,5845,0,5845,0.504,2308,35,0.591,0
714058308,43,F,5,Uneducated,Single,Less than $40K,Blue,36,5,3,4,2689,2384,305,0.365,1941,53,0.656,0.887
713114133,42,F,2,Uneducated,Single,Less than $40K,Blue,23,4,2,3,1443,0,1443,0.529,2092,38,0.31,0
709495833,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,2,4,1438.3,0,1438.3,0.421,1944,36,0.5,0
717575958,50,F,1,Post-Graduate,Married,$40K - $60K,Blue,41,6,3,3,1694,479,1215,0.838,2349,42,0.312,0.283
714406158,53,F,3,High School,Divorced,Unknown,Blue,36,4,3,6,7939,0,7939,0.551,2269,42,0.312,0
708681708,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245,0,3245,0.553,1977,29,0.261,0
711468708,38,F,4,High School,Single,$40K - $60K,Blue,31,4,3,2,1438.3,0,1438.3,0.406,1986,52,0.486,0
821724483,48,M,4,Unknown,Single,$40K - $60K,Blue,43,2,3,2,11272,1744,9528,0.347,1455,34,0.214,0.155
779841483,55,F,1,Doctorate,Married,Unknown,Blue,39,1,3,3,12972,1424,11548,0.525,2238,36,0.2,0.11
710138883,47,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,8109,0,8109,0.601,1835,43,0.344,0
709112508,42,F,3,College,Single,Less than $40K,Blue,36,3,3,4,3802,1300,2502,0.627,2165,36,0.385,0.342
718160358,51,F,1,Graduate,Married,Less than $40K,Blue,39,5,3,2,1438.3,0,1438.3,0.885,2492,35,0.296,0
719325783,65,M,2,Unknown,Single,Less than $40K,Blue,36,4,2,3,2954,2517,437,0.619,1909,28,0.474,0.852
713980383,49,F,3,Graduate,Single,Unknown,Blue,38,1,2,4,11025,0,11025,0.501,1902,28,0.273,0
826077033,46,F,2,Unknown,Married,Less than $40K,Blue,42,1,0,4,2002,0,2002,0.803,2423,39,0.857,0
715194183,53,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,4,2575,411,2164,0.833,2423,43,0.593,0.16
713826183,41,M,3,High School,Unknown,$40K - $60K,Blue,33,4,3,4,1639,0,1639,0.481,2242,44,0.571,0
780292683,55,M,1,Uneducated,Single,$120K +,Blue,41,3,4,4,24542,2354,22188,0.314,984,24,0.263,0.096
711116133,50,F,1,Uneducated,Single,Less than $40K,Blue,37,3,2,4,1838,0,1838,0.743,2461,47,1.136,0
708584208,36,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,4,3111,2517,594,0.646,2367,41,0.519,0.809
713096583,40,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,1438.3,544,894.3,0.543,2294,40,0.739,0.378
756025233,43,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,2,2422,1014,1408,0.688,2437,44,0.467,0.419
711977508,56,F,2,Uneducated,Single,Less than $40K,Blue,43,1,2,4,1440,1211,229,0.465,2141,40,0.481,0.841
710666583,29,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,4,2516,2312,204,0.625,2321,36,0.5,0.919
712369308,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3,2,3646,1047,2599,0.633,1969,38,0.52,0.287
712721358,48,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,3,2,4073,2517,1556,0.575,2059,43,0.433,0.618
717336408,51,F,1,Doctorate,Single,Less than $40K,Blue,45,5,3,1,1952,1411,541,0.642,2452,44,0.63,0.723
708731658,53,F,0,High School,Married,Less than $40K,Blue,41,3,3,4,1438.3,0,1438.3,0.387,1587,42,0.448,0
708706833,39,F,3,Uneducated,Divorced,Unknown,Blue,36,4,3,3,2809,0,2809,0.854,2466,40,0.538,0
715954158,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954,931,2023,0.575,2433,29,0.381,0.315
715499058,36,F,2,High School,Married,$40K - $60K,Blue,36,4,3,2,1848,0,1848,0.906,2775,33,0.435,0
709199358,60,M,1,Uneducated,Married,Less than $40K,Blue,36,1,3,4,3316,0,3316,0.372,1684,19,0.188,0
821889858,50,F,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970,1477,493,0.662,2493,44,0.571,0.75
720296808,52,F,3,Graduate,Married,Unknown,Blue,39,3,3,2,4173,1771,2402,0.711,2554,47,0.516,0.424
709283358,43,F,4,Unknown,Married,Less than $40K,Blue,29,6,2,3,2895,0,2895,0.663,2473,42,0.273,0
789481233,39,M,2,High School,Married,$40K - $60K,Blue,30,5,3,3,2220,0,2220,0.872,2859,55,0.833,0
710661333,55,F,2,Unknown,Single,Unknown,Blue,36,4,3,2,10241,1545,8696,0.581,2513,47,0.424,0.151
710570058,44,F,1,Graduate,Single,Less than $40K,Blue,25,3,2,4,3101,0,3101,0.66,2512,37,0.37,0
771284658,47,F,1,Unknown,Married,Less than $40K,Blue,35,6,2,4,1850,896,954,0.724,2613,41,0.708,0.484
802247658,59,M,2,Uneducated,Single,$40K - $60K,Blue,53,4,5,4,2699,2422,277,0.773,2599,43,0.433,0.897
713590158,41,M,4,Graduate,Single,$60K - $80K,Blue,34,5,2,4,5045,2080,2965,0.738,2042,40,0.481,0.412
715547058,35,F,0,Graduate,Married,Less than $40K,Blue,36,4,3,4,2089,0,2089,0.871,2707,51,0.5,0
720531633,55,F,1,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,3552,2517,1035,0.865,2665,36,0.333,0.709
718508883,43,F,3,Unknown,Single,Less than $40K,Blue,36,6,3,3,2325,238,2087,0.64,2306,47,0.621,0.102
716107158,32,F,0,Graduate,Single,Less than $40K,Blue,20,5,1,5,3983,431,3552,0.887,3098,46,0.438,0.108
720234708,45,M,2,High School,Single,$120K +,Blue,33,6,3,2,15490,0,15490,0.742,2429,50,0.471,0
716136333,40,F,4,Uneducated,Single,Less than $40K,Blue,24,5,2,1,4212,2517,1695,0.718,2725,41,0.519,0.598
718296558,44,F,4,Unknown,Married,$40K - $60K,Blue,31,4,3,5,1691,1327,364,0.774,2345,33,0.435,0.785
780086658,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,28,3,2,4,18229,0,18229,0.544,2060,39,0.625,0
715487733,44,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1452,0,1452,0.553,2287,42,0.5,0
708154833,39,F,2,Graduate,Single,Less than $40K,Blue,27,1,3,3,1438.3,811,627.3,0.571,2336,46,0.278,0.564
788941983,36,F,3,Graduate,Single,$40K - $60K,Blue,22,1,3,1,2013,0,2013,0.602,2425,50,0.923,0
714614133,53,F,3,Unknown,Married,Less than $40K,Blue,36,3,3,3,2819,0,2819,0.4,2128,39,0.444,0
775152708,49,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,39,2,3,4,20769,901,19868,0.371,1835,43,0.72,0.043
714487458,49,F,5,Graduate,Divorced,$40K - $60K,Blue,40,6,4,2,2920,0,2920,0.516,2306,39,0.625,0
711390333,59,M,0,Post-Graduate,Married,$80K - $120K,Blue,46,5,4,2,6526,489,6037,0.678,2331,45,0.452,0.075
787974108,37,F,1,High School,Single,$40K - $60K,Blue,27,4,2,2,1793,792,1001,0.723,2374,40,0.429,0.442
